ida_ea	name	gate	result	session	date	source_ref	detail
0x00805010	?RegisterVShader@apsUVARectangleRender@@YAXXZ	V3	PASS	ida-manual-20260827	2026-08-27	src/aeps/apsUVARectangleRenderer.cpp:17	Emitted namespace shader-registration body is non-empty.
0x00805010	?RegisterVShader@apsUVARectangleRender@@YAXXZ	V4	PASS	ida-manual-20260827	2026-08-27	IDA:0x00805010;src/aeps/apsUVARectangleRenderer.cpp:17	Release and source both call nglDxRegisterVShader(VS,VShaderTable[0]).
0x00805030	?RegisterPShader@apsUVARectangleRenderPixel@@YAXXZ	V3	PASS	ida-manual-20260827	2026-08-27	src/aeps/apsUVARectangleRenderer.cpp:21	Emitted namespace shader-registration body is non-empty.
0x00805030	?RegisterPShader@apsUVARectangleRenderPixel@@YAXXZ	V4	PASS	ida-manual-20260827	2026-08-27	IDA:0x00805030;src/aeps/apsUVARectangleRenderer.cpp:21	Release and source both call nglDxRegisterPShader(PS,PShaderTable[0]).
0x00805050	?InitPShader@apsUVARectangleRenderPixel@@YAXXZ	V3	PASS	ida-manual-20260827	2026-08-27	src/aeps/apsUVARectangleRenderer.cpp:25	Emitted namespace shader-registration body is non-empty.
0x00805050	?InitPShader@apsUVARectangleRenderPixel@@YAXXZ	V4	PASS	ida-manual-20260827	2026-08-27	IDA:0x00805050;src/aeps/apsUVARectangleRenderer.cpp:25	Release and source both call nglDxRegisterPShader(PS,PShaderTable[0]).
0x00804FA0	?Init@apsUVARectangleRenderer@@SAXXZ	V3	PASS	ida-manual-aps-renderers-20260830	2026-08-30	src/aeps/apsUVARectangleRenderer.cpp:41-44	Release/source perform unconditional vertex then pixel registration using restored shared tables.
0x00804FA0	?Init@apsUVARectangleRenderer@@SAXXZ	V4	PASS	ida-manual-aps-renderers-20260830	2026-08-30	IDA:0x00804FA0;src/aeps/apsUVARectangleRenderer.cpp:41-44;src/aeps/apsGenericRendererShaderData.cpp	Release/source control flow, calls, assertions, and restored shader table storage match exactly.
0x00804FD0	?Render@apsUVARectangleRenderer@@UAE?AW4eRenderResult@apsRenderer@@ABUapsRendererRenderInfo@@@Z	V3	PASS	ida-manual-aps-renderers-20260830	2026-08-30	src/aeps/apsUVARectangleRenderer.cpp:50-58	Release/source match exact no-color assertion and UVA rectangle DefaultRender specialization.
0x00804FD0	?Render@apsUVARectangleRenderer@@UAE?AW4eRenderResult@apsRenderer@@ABUapsRendererRenderInfo@@@Z	V4	PASS	ida-manual-aps-renderers-20260830	2026-08-30	IDA:0x00804FD0;src/aeps/apsUVARectangleRenderer.cpp:50-58;src/aeps/apsGenericRendererShaderData.cpp	Release/source control flow, calls, assertions, and restored shader table storage match exactly.
